date,hour,AJM,AJU,BJU,CAM,CCA,COY,FAR,GAM,HGM,INN,MER,MGH,MON,MPA,NEZ,PED,SAC,SAG,SFE,SJA,TLA,UAX,UIZ,XAL
2019-01-01,1,19,35,62,90,66,NA,NA,NA,56,22,69,101,102,NA,133,NA,NA,92,33,NA,55,74,99,96
2019-01-01,2,17,24,88,104,84,NA,NA,NA,61,14,95,103,108,NA,164,NA,NA,100,40,NA,52,115,99,164
2019-01-01,3,14,20,107,140,95,NA,NA,NA,74,8,82,125,125,NA,206,NA,NA,104,52,NA,59,150,109,249
2019-01-01,4,6,15,101,162,97,NA,NA,NA,90,9,110,150,92,NA,273,NA,NA,144,25,NA,58,180,112,200
2019-01-01,5,4,8,121,133,88,NA,NA,NA,90,3,165,152,84,NA,291,NA,NA,171,21,NA,46,167,164,161
2019-01-01,6,7,7,93,106,77,NA,NA,NA,106,3,161,141,122,NA,387,NA,NA,138,15,NA,51,165,168,186
2019-01-01,7,12,8,84,98,51,NA,NA,NA,115,NA,153,115,97,NA,393,NA,NA,125,10,NA,47,158,167,179
2019-01-01,8,15,7,101,82,39,NA,NA,NA,90,NA,139,93,73,NA,291,NA,NA,134,14,NA,29,159,156,152
2019-01-01,9,24,3,89,54,26,NA,NA,NA,90,NA,112,94,58,NA,264,NA,NA,135,13,NA,47,142,139,156
2019-01-01,10,24,NA,88,76,26,NA,NA,NA,99,2,145,82,94,NA,182,NA,NA,177,45,NA,104,125,142,160
2019-01-01,11,49,NA,102,77,66,NA,NA,NA,90,10,111,50,85,NA,139,NA,NA,120,52,NA,151,93,130,147
2019-01-01,12,52,9,105,77,88,NA,NA,NA,73,11,86,38,63,NA,81,NA,NA,84,45,NA,60,89,98,88
2019-01-01,13,75,27,84,45,96,NA,NA,NA,78,13,56,60,35,NA,41,NA,NA,49,41,NA,53,80,45,55
2019-01-01,14,76,17,85,NA,45,NA,NA,NA,56,13,42,78,24,NA,40,NA,NA,38,41,NA,45,77,59,40
2019-01-01,15,46,16,63,37,37,NA,NA,NA,45,7,52,60,21,NA,25,NA,NA,36,35,NA,38,57,55,36
2019-01-01,16,34,19,40,58,47,NA,NA,NA,36,7,42,47,15,NA,19,NA,NA,33,53,NA,29,39,34,36
2019-01-01,17,19,13,31,54,32,NA,NA,NA,28,10,16,33,14,NA,14,NA,NA,22,60,NA,34,19,15,28
2019-01-01,18,10,18,16,19,13,NA,NA,NA,14,8,20,18,15,NA,21,NA,NA,18,42,NA,26,11,16,24
2019-01-01,19,13,21,11,13,17,NA,NA,NA,23,14,22,18,21,NA,12,NA,NA,42,35,NA,14,19,34,15
2019-01-01,20,6,24,8,18,13,NA,NA,NA,20,20,40,24,29,NA,15,NA,NA,45,35,NA,17,19,16,25
2019-01-01,21,8,11,25,26,20,NA,NA,NA,17,17,30,29,19,NA,25,NA,NA,40,25,NA,25,32,23,40
2019-01-01,22,27,10,34,27,17,NA,NA,NA,29,17,23,34,31,NA,31,NA,NA,30,25,NA,31,37,32,53
2019-01-01,23,23,8,33,26,22,NA,NA,NA,30,22,37,29,56,NA,37,NA,NA,14,28,NA,27,37,41,38
2019-01-01,24,23,10,25,32,20,NA,NA,NA,30,21,34,30,53,NA,118,NA,NA,40,28,NA,21,30,41,39
2019-01-02,1,21,4,24,32,19,NA,NA,NA,25,18,52,29,31,NA,71,NA,NA,24,27,NA,26,28,36,33
2019-01-02,2,19,5,40,28,28,NA,NA,NA,26,14,61,32,29,NA,40,NA,NA,26,23,NA,26,44,34,38
2019-01-02,3,17,8,33,29,25,NA,NA,NA,34,6,42,33,25,NA,42,NA,NA,41,11,NA,28,43,39,34
2019-01-02,4,20,7,32,33,24,NA,NA,NA,41,10,36,30,30,NA,36,NA,NA,48,5,NA,28,31,49,45
2019-01-02,5,25,10,40,38,21,NA,NA,NA,35,6,44,34,21,NA,45,NA,NA,70,8,NA,27,39,44,46
2019-01-02,6,19,12,39,42,22,NA,NA,NA,35,4,33,32,24,NA,59,NA,NA,68,12,NA,39,43,42,46
2019-01-02,7,21,8,37,51,31,NA,NA,NA,30,8,56,42,22,NA,52,NA,NA,64,15,NA,31,32,30,43
2019-01-02,8,23,3,38,60,30,NA,NA,NA,36,9,60,50,28,NA,62,NA,NA,86,9,NA,27,35,31,47
2019-01-02,9,27,6,55,60,24,NA,NA,NA,59,4,90,52,28,NA,78,NA,NA,97,14,NA,54,34,66,78
2019-01-02,10,39,1,99,81,56,NA,NA,NA,87,5,112,78,33,NA,92,NA,NA,98,28,NA,80,50,73,116
2019-01-02,11,42,2,95,102,72,NA,NA,NA,80,2,113,103,44,NA,103,NA,NA,84,68,NA,80,37,92,116
2019-01-02,12,41,10,85,88,56,NA,NA,NA,69,5,71,72,27,NA,68,NA,NA,91,73,NA,65,43,72,59
2019-01-02,13,45,21,66,119,34,NA,NA,NA,45,7,39,52,1,NA,55,NA,NA,44,57,NA,33,57,69,43
2019-01-02,14,44,13,49,75,38,NA,NA,NA,60,4,50,54,NA,NA,18,NA,NA,37,63,NA,26,52,43,36
2019-01-02,15,48,14,53,41,31,NA,NA,NA,54,4,46,49,2,NA,NA,NA,NA,19,63,NA,34,46,24,30
2019-01-02,16,40,4,49,47,30,NA,NA,NA,35,7,40,45,22,NA,7,NA,NA,8,57,NA,40,29,13,17
2019-01-02,17,34,8,14,21,6,NA,NA,NA,20,3,18,37,25,NA,7,NA,NA,16,46,NA,36,NA,20,16
2019-01-02,18,28,9,14,8,4,NA,NA,NA,17,5,20,31,33,NA,12,NA,NA,14,11,NA,27,7,NA,20
2019-01-02,19,23,21,9,16,10,NA,NA,NA,14,8,8,17,18,NA,15,NA,NA,13,18,NA,27,7,NA,25
2019-01-02,20,13,15,14,18,24,NA,NA,NA,10,9,25,9,31,NA,21,NA,NA,26,13,NA,28,15,21,30
2019-01-02,21,7,9,18,37,23,NA,NA,NA,18,NA,25,9,13,NA,26,NA,NA,26,13,NA,23,15,19,46
2019-01-02,22,3,9,15,37,15,NA,NA,NA,23,NA,37,9,6,NA,33,NA,NA,32,1,NA,27,21,20,32
2019-01-02,23,7,2,21,40,12,NA,NA,NA,15,NA,34,4,17,NA,19,NA,NA,31,9,NA,21,44,21,25
2019-01-02,24,11,NA,22,19,11,NA,NA,NA,20,NA,25,12,22,NA,28,NA,NA,42,6,NA,19,25,26,35
2019-01-03,1,8,1,12,14,12,NA,NA,34,19,NA,33,16,12,NA,31,NA,NA,40,5,NA,18,27,17,46
2019-01-03,2,19,4,14,13,11,NA,NA,31,15,NA,40,17,7,NA,35,NA,NA,44,12,NA,33,27,26,51
2019-01-03,3,29,3,11,12,15,NA,NA,35,16,NA,23,12,13,NA,30,NA,NA,44,16,NA,35,37,29,54
2019-01-03,4,28,6,22,17,18,NA,NA,40,19,NA,17,18,18,NA,32,NA,NA,30,27,NA,13,29,29,54
2019-01-03,5,26,3,18,24,18,NA,NA,41,17,2,29,21,14,NA,34,NA,NA,33,17,NA,14,17,24,62
2019-01-03,6,23,7,18,24,17,NA,NA,41,14,4,21,24,21,NA,37,NA,NA,21,13,NA,17,17,23,52
2019-01-03,7,20,4,20,30,16,NA,NA,29,15,5,32,26,28,NA,36,NA,NA,39,17,NA,18,26,21,61
2019-01-03,8,16,7,18,50,22,NA,NA,35,14,4,44,34,28,NA,34,NA,NA,18,17,NA,23,26,25,50
2019-01-03,9,22,10,21,48,23,NA,NA,46,25,5,40,29,31,NA,40,NA,NA,51,12,NA,48,28,31,62
2019-01-03,10,28,10,28,47,23,NA,NA,47,30,5,44,30,42,NA,31,NA,NA,55,18,NA,42,22,47,60
2019-01-03,11,27,3,29,52,20,NA,NA,39,33,3,55,36,43,NA,24,NA,NA,35,26,NA,57,14,33,58
2019-01-03,12,35,14,32,61,24,NA,NA,41,32,8,45,30,39,NA,40,NA,NA,46,21,NA,60,6,32,47
2019-01-03,13,37,17,29,41,22,NA,NA,37,NA,15,54,26,28,NA,41,NA,NA,35,24,NA,49,14,46,31
2019-01-03,14,32,30,54,24,23,NA,NA,28,NA,10,42,49,9,NA,25,NA,NA,26,43,NA,57,32,41,41
2019-01-03,15,31,44,55,38,25,NA,NA,21,NA,11,25,53,1,NA,14,NA,NA,19,44,NA,53,26,15,NA
2019-01-03,16,19,28,45,35,26,NA,NA,23,NA,7,26,48,5,NA,9,NA,NA,28,49,NA,39,11,10,NA
2019-01-03,17,28,19,27,NA,17,NA,NA,24,NA,14,15,44,44,NA,17,NA,NA,36,43,NA,37,11,15,NA
2019-01-03,18,32,31,26,25,16,NA,NA,33,19,17,20,40,19,NA,23,NA,NA,39,29,NA,39,19,8,45
2019-01-03,19,29,26,22,31,12,NA,NA,22,25,13,8,22,18,NA,17,NA,NA,40,43,NA,36,20,NA,35
2019-01-03,20,29,33,16,21,20,NA,NA,19,27,16,25,21,20,NA,15,NA,NA,NA,34,NA,32,28,16,26
2019-01-03,21,30,24,23,23,33,NA,NA,18,25,26,30,25,27,NA,16,NA,NA,NA,40,NA,28,33,21,26
2019-01-03,22,27,19,30,42,33,NA,NA,24,30,28,34,37,22,NA,20,NA,NA,NA,36,NA,37,33,24,44
2019-01-03,23,22,14,41,50,32,NA,NA,26,33,26,41,40,25,NA,20,NA,NA,NA,30,NA,45,31,26,46
2019-01-03,24,24,11,32,57,31,NA,NA,28,38,19,33,40,24,NA,16,NA,NA,NA,29,NA,40,26,27,39
2019-01-04,1,21,9,27,66,41,NA,NA,28,30,20,41,44,37,NA,33,NA,NA,NA,24,NA,41,36,31,45
2019-01-04,2,21,9,27,45,34,NA,NA,30,33,22,34,43,33,NA,38,NA,NA,NA,23,NA,33,38,29,48
2019-01-04,3,17,NA,32,36,32,NA,NA,26,33,22,37,40,27,NA,27,NA,NA,NA,19,NA,32,31,25,60
2019-01-04,4,17,4,27,37,29,NA,NA,29,28,20,29,31,28,NA,35,NA,NA,57,20,NA,32,25,23,50
2019-01-04,5,15,4,18,46,25,NA,NA,30,22,13,14,27,26,NA,35,NA,NA,63,18,NA,32,23,8,62
2019-01-04,6,16,4,26,40,24,NA,NA,36,22,7,24,27,38,NA,26,NA,NA,58,12,NA,28,19,14,58
2019-01-04,7,21,8,34,45,18,NA,NA,43,30,9,37,28,51,NA,53,NA,NA,49,20,NA,28,26,16,97
2019-01-04,8,20,9,30,47,20,NA,NA,52,35,6,49,32,67,NA,55,NA,NA,37,19,NA,34,35,37,73
2019-01-04,9,22,9,39,48,13,NA,NA,NA,36,NA,45,32,64,NA,45,NA,NA,54,NA,NA,35,28,31,77
2019-01-04,10,17,NA,39,NA,12,NA,NA,NA,48,NA,44,35,64,NA,47,NA,NA,42,NA,NA,73,14,53,83
2019-01-04,11,15,4,43,NA,22,NA,NA,NA,54,NA,51,23,25,NA,43,NA,NA,52,NA,NA,51,20,32,36
2019-01-04,12,25,10,41,NA,21,NA,NA,NA,40,NA,26,32,20,NA,31,NA,NA,39,37,NA,47,25,33,26
2019-01-04,13,48,10,37,NA,32,NA,NA,NA,36,NA,25,45,15,NA,5,NA,NA,22,43,NA,29,14,19,25
2019-01-04,14,35,19,29,64,22,NA,NA,26,33,NA,21,51,10,NA,12,NA,NA,28,57,NA,38,9,25,35
2019-01-04,15,34,22,33,84,15,NA,NA,27,34,NA,19,52,11,NA,16,NA,NA,22,58,NA,45,14,23,29
2019-01-04,16,39,38,34,62,18,NA,NA,43,42,NA,40,53,12,NA,20,NA,NA,35,51,NA,48,16,24,30
2019-01-04,17,40,19,34,60,17,NA,NA,41,43,NA,37,54,14,NA,18,NA,NA,27,41,NA,38,23,29,44
2019-01-04,18,40,25,37,46,25,NA,NA,47,47,9,30,57,15,NA,17,NA,NA,45,43,NA,25,20,6,48
2019-01-04,19,40,22,22,35,23,NA,NA,18,21,10,7,37,19,NA,15,NA,NA,41,52,NA,41,29,2,25
2019-01-04,20,41,38,20,24,19,NA,NA,17,22,14,19,19,27,NA,14,NA,NA,30,23,NA,22,26,25,18
2019-01-04,21,39,32,23,23,37,NA,NA,22,22,16,15,29,22,NA,20,NA,NA,22,22,NA,24,28,25,27
2019-01-04,22,31,30,29,29,25,NA,NA,27,27,17,26,28,46,NA,27,NA,NA,22,28,NA,29,34,23,27
2019-01-04,23,28,25,32,27,30,NA,NA,25,34,26,36,27,45,NA,35,NA,NA,26,24,NA,29,36,32,22
2019-01-04,24,28,28,33,31,34,NA,NA,27,33,25,35,29,39,NA,34,NA,NA,26,27,NA,28,38,29,34
2019-01-05,1,24,28,33,32,43,NA,NA,31,40,20,36,29,39,NA,37,NA,NA,32,25,NA,29,44,40,31
2019-01-05,2,23,25,32,32,33,NA,NA,61,36,18,34,21,42,NA,47,NA,NA,30,19,NA,29,48,37,49
2019-01-05,3,24,26,41,35,28,NA,NA,45,33,26,35,25,37,NA,33,NA,NA,40,19,NA,29,45,52,56
2019-01-05,4,20,16,31,33,21,NA,NA,41,41,32,39,27,26,NA,37,NA,NA,55,21,NA,15,40,58,47
2019-01-05,5,20,14,35,35,27,NA,NA,39,39,27,35,28,20,NA,45,NA,NA,47,25,NA,24,42,53,62
2019-01-05,6,20,15,31,27,26,NA,NA,43,37,28,32,25,28,NA,47,NA,NA,38,18,NA,23,40,27,54
2019-01-05,7,17,19,36,33,23,NA,NA,42,42,26,44,37,44,NA,47,NA,NA,33,23,NA,26,45,30,NA
2019-01-05,8,19,14,34,35,23,NA,NA,39,47,26,47,41,43,NA,50,NA,NA,43,31,NA,29,40,41,83
2019-01-05,9,30,19,43,52,20,NA,NA,48,52,23,52,47,40,NA,55,NA,NA,33,31,NA,33,35,46,66
2019-01-05,10,37,12,42,59,31,NA,NA,67,58,22,61,52,40,NA,53,NA,NA,46,29,NA,38,25,39,71
2019-01-05,11,43,3,55,52,32,NA,NA,77,74,19,68,62,52,NA,59,NA,NA,79,23,NA,73,26,56,100
2019-01-05,12,39,25,64,53,33,NA,NA,73,72,24,66,49,47,NA,56,NA,NA,69,42,NA,60,31,76,98
2019-01-05,13,35,37,50,49,40,NA,NA,66,59,31,57,31,31,NA,50,NA,NA,47,42,NA,40,29,59,81
2019-01-05,14,32,38,38,NA,28,NA,NA,44,34,33,48,33,30,NA,35,NA,NA,25,43,NA,38,28,42,28
2019-01-05,15,37,33,46,49,26,NA,NA,53,39,37,50,35,31,NA,39,NA,NA,33,40,NA,42,26,43,30
2019-01-05,16,40,34,48,58,31,NA,NA,45,57,35,51,44,23,NA,32,NA,NA,NA,30,NA,43,33,40,32
2019-01-05,17,38,35,46,38,33,NA,NA,39,44,39,46,42,20,NA,19,NA,NA,NA,33,NA,23,38,35,26
2019-01-05,18,43,42,36,31,37,NA,NA,25,30,41,40,33,22,NA,21,NA,NA,NA,32,NA,19,32,23,28
2019-01-05,19,41,46,33,32,40,NA,NA,39,38,33,40,31,49,NA,26,NA,NA,NA,34,NA,31,39,34,37
2019-01-05,20,37,34,27,38,32,NA,NA,21,31,34,38,36,43,NA,19,NA,NA,NA,37,NA,22,40,21,14
2019-01-05,21,31,31,15,28,24,NA,NA,19,21,34,34,22,57,NA,18,NA,NA,NA,30,NA,18,21,16,18
2019-01-05,22,33,29,23,11,22,NA,NA,20,22,31,23,24,51,NA,19,NA,NA,NA,28,NA,16,20,16,22
2019-01-05,23,24,27,25,29,35,NA,NA,23,23,23,18,25,27,NA,19,NA,NA,NA,22,NA,15,25,23,24
2019-01-05,24,18,23,21,33,36,NA,NA,23,22,17,21,22,37,NA,22,NA,NA,NA,19,NA,26,26,25,29
2019-01-06,1,17,17,18,22,33,NA,NA,22,24,14,28,21,23,NA,22,NA,NA,38,14,NA,16,46,23,25
2019-01-06,2,19,22,18,19,31,NA,NA,22,23,19,25,18,31,NA,33,NA,NA,26,12,NA,16,35,19,23
2019-01-06,3,17,22,25,14,23,NA,NA,26,19,24,18,20,44,NA,35,NA,NA,20,15,NA,12,34,29,24
2019-01-06,4,13,25,31,39,25,NA,NA,27,31,24,26,19,41,NA,27,NA,NA,21,20,NA,11,39,27,26
2019-01-06,5,14,21,25,28,24,NA,NA,27,33,21,32,23,36,NA,25,NA,NA,36,22,NA,13,41,43,22
2019-01-06,6,15,22,25,22,20,NA,NA,30,31,15,28,23,33,NA,27,NA,NA,30,NA,NA,15,30,29,37
2019-01-06,7,19,18,28,21,25,NA,NA,35,32,12,38,26,25,NA,35,NA,NA,27,NA,NA,9,34,42,26
2019-01-06,8,18,16,34,29,25,NA,NA,32,37,18,38,29,33,NA,42,NA,NA,40,NA,NA,22,31,35,35
2019-01-06,9,17,18,38,36,23,NA,NA,37,40,21,38,29,50,NA,35,NA,NA,33,NA,NA,15,36,41,38
2019-01-06,10,23,22,46,36,20,NA,NA,49,48,22,46,36,40,NA,32,NA,NA,24,18,NA,26,22,41,56
2019-01-06,11,30,12,45,44,31,NA,NA,53,63,26,52,39,30,NA,37,NA,NA,38,21,NA,47,16,49,45
2019-01-06,12,26,33,38,39,29,NA,NA,46,49,27,45,33,28,NA,43,NA,NA,55,33,NA,31,10,44,47
2019-01-06,13,33,33,34,35,25,NA,NA,48,28,26,39,27,16,NA,33,NA,NA,40,35,NA,27,16,39,67
2019-01-06,14,28,35,27,43,20,NA,NA,49,20,25,34,31,11,NA,29,NA,NA,25,39,NA,23,17,32,30
2019-01-06,15,25,26,30,33,20,NA,NA,19,34,24,38,22,12,NA,34,NA,NA,15,37,NA,24,19,46,18
2019-01-06,16,19,23,19,26,22,NA,NA,13,13,19,26,28,10,NA,16,NA,NA,20,25,NA,13,23,22,13
2019-01-06,17,28,28,20,18,21,NA,NA,21,23,20,17,16,20,NA,16,NA,NA,28,16,NA,24,24,24,21
2019-01-06,18,24,26,25,32,19,NA,NA,29,27,17,21,30,21,NA,25,NA,NA,25,23,NA,14,18,20,24
2019-01-06,19,23,50,25,29,34,NA,NA,27,30,19,16,22,27,NA,25,NA,NA,11,28,NA,11,31,47,27
2019-01-06,20,26,48,22,18,37,NA,NA,22,30,25,30,26,27,NA,29,NA,NA,16,30,NA,25,37,15,27
2019-01-06,21,21,50,30,20,34,NA,NA,20,26,27,24,28,19,NA,26,NA,NA,31,34,NA,23,90,22,25
2019-01-06,22,22,37,20,28,35,NA,NA,24,23,20,35,23,23,NA,25,NA,NA,20,20,NA,24,58,20,15
2019-01-06,23,16,24,21,23,30,NA,NA,21,23,22,23,29,28,NA,20,NA,NA,15,23,NA,21,35,24,11
2019-01-06,24,18,15,25,34,30,NA,NA,30,33,18,31,26,40,NA,25,NA,NA,33,22,NA,18,41,24,32
2019-01-07,1,15,NA,23,21,32,NA,NA,34,31,11,40,22,36,NA,29,NA,NA,14,9,NA,13,43,25,35
2019-01-07,2,11,NA,23,33,26,NA,NA,26,30,11,29,27,36,NA,34,NA,NA,53,15,NA,17,34,29,33
2019-01-07,3,15,NA,22,30,23,NA,NA,35,30,12,36,20,32,NA,37,NA,NA,20,7,NA,18,43,27,28
2019-01-07,4,16,NA,26,32,24,NA,NA,45,33,11,32,15,26,NA,41,NA,NA,47,12,NA,19,37,31,48
2019-01-07,5,17,NA,23,30,21,NA,NA,39,39,12,31,21,28,NA,38,NA,NA,42,8,NA,18,36,28,37
2019-01-07,6,13,NA,31,22,18,NA,NA,36,43,10,44,22,32,NA,33,NA,NA,33,13,NA,21,26,38,42
2019-01-07,7,9,NA,37,23,19,NA,NA,41,42,11,62,36,43,NA,35,NA,NA,30,18,NA,20,24,42,54
2019-01-07,8,15,NA,35,34,22,NA,NA,44,46,12,68,38,54,NA,36,NA,NA,23,15,NA,21,32,39,60
2019-01-07,9,13,NA,37,33,22,NA,NA,45,46,15,55,40,55,NA,36,NA,NA,44,19,NA,27,29,48,52
2019-01-07,10,12,NA,37,48,30,NA,NA,49,55,15,64,53,52,NA,53,NA,NA,20,16,NA,35,19,33,66
2019-01-07,11,24,NA,43,62,36,NA,NA,60,66,13,73,43,43,NA,59,NA,NA,47,21,NA,37,20,59,77
2019-01-07,12,8,NA,43,58,33,NA,NA,70,60,14,67,41,25,NA,43,NA,NA,32,23,NA,37,23,58,59
2019-01-07,13,14,NA,38,24,18,NA,NA,25,34,22,33,25,8,NA,38,NA,NA,29,11,NA,19,12,29,21
2019-01-07,14,28,NA,17,53,21,NA,NA,33,23,17,28,20,8,NA,17,NA,NA,23,13,NA,22,9,26,28
2019-01-07,15,27,NA,29,34,14,NA,NA,26,31,25,35,27,5,NA,13,NA,NA,24,21,NA,20,16,22,21
2019-01-07,16,30,NA,29,19,27,NA,NA,16,25,28,20,24,3,NA,14,NA,NA,11,37,NA,28,19,19,14
2019-01-07,17,23,NA,18,20,23,NA,NA,11,21,22,27,19,13,NA,12,NA,NA,14,28,NA,26,20,9,20
2019-01-07,18,20,NA,19,16,22,NA,NA,14,22,19,20,15,10,NA,18,NA,NA,14,17,NA,17,14,11,12
2019-01-07,19,14,NA,12,19,23,NA,NA,14,10,18,20,12,8,NA,17,NA,NA,9,14,NA,17,21,30,10
2019-01-07,20,10,NA,10,26,13,NA,NA,13,15,14,21,10,13,NA,17,NA,NA,11,16,NA,23,21,13,17
2019-01-07,21,12,NA,11,23,17,NA,NA,17,15,15,25,17,15,NA,15,NA,NA,33,14,NA,19,29,11,17
2019-01-07,22,14,NA,15,13,18,NA,NA,18,19,16,19,17,21,NA,18,NA,NA,17,16,NA,20,22,16,16
2019-01-07,23,18,NA,21,23,20,NA,NA,14,20,17,17,19,23,NA,71,NA,NA,19,18,NA,22,20,19,13
2019-01-07,24,17,NA,22,24,19,NA,NA,22,22,17,25,16,26,NA,114,NA,NA,20,17,NA,25,22,21,32
2019-01-08,1,13,NA,26,27,18,NA,NA,22,26,9,35,18,34,NA,57,NA,NA,21,11,NA,30,21,23,21
2019-01-08,2,14,NA,14,19,17,NA,NA,24,27,4,22,18,18,NA,27,NA,NA,26,9,NA,10,25,25,11
2019-01-08,3,12,NA,9,11,10,NA,NA,22,23,5,32,10,17,NA,38,NA,NA,NA,5,NA,9,24,18,47
2019-01-08,4,12,NA,11,11,5,NA,NA,30,16,8,28,14,8,NA,33,NA,NA,NA,7,NA,10,24,25,38
2019-01-08,5,15,NA,7,21,11,NA,NA,25,17,4,30,13,10,NA,33,NA,NA,NA,5,NA,13,24,32,33
2019-01-08,6,15,NA,22,14,8,NA,NA,24,24,2,19,17,21,NA,25,NA,NA,NA,9,NA,6,28,21,48
2019-01-08,7,15,NA,13,14,11,NA,NA,29,34,3,34,24,NA,NA,21,NA,NA,NA,9,NA,12,32,20,54
2019-01-08,8,16,NA,21,21,13,NA,NA,37,39,5,31,23,NA,NA,30,NA,NA,NA,13,NA,22,29,28,92
2019-01-08,9,21,NA,35,28,9,NA,NA,41,39,8,41,27,42,NA,32,NA,NA,NA,16,NA,32,23,34,103
2019-01-08,10,24,NA,41,43,27,NA,NA,43,44,6,44,41,42,NA,36,NA,NA,NA,24,NA,33,28,17,65
2019-01-08,11,27,NA,38,48,28,NA,NA,50,51,7,42,57,27,NA,41,NA,NA,16,24,NA,41,25,15,55
2019-01-08,12,38,NA,44,45,31,NA,NA,53,50,4,47,50,19,NA,29,NA,NA,28,32,NA,52,26,38,45
2019-01-08,13,34,NA,48,68,36,NA,NA,72,51,10,64,43,11,NA,29,NA,NA,25,28,NA,20,25,44,41
2019-01-08,14,29,NA,47,47,37,NA,NA,46,61,13,52,34,7,NA,29,NA,NA,24,24,NA,19,16,43,15
2019-01-08,15,42,NA,50,33,30,NA,NA,19,50,6,39,28,17,NA,24,NA,NA,32,38,NA,18,34,33,20
2019-01-08,16,43,NA,26,9,28,NA,NA,15,34,14,32,26,8,NA,23,NA,NA,10,37,NA,13,21,18,16
2019-01-08,17,28,NA,26,20,10,NA,NA,16,21,29,27,23,NA,NA,12,NA,NA,3,18,NA,13,11,14,8
2019-01-08,18,19,NA,20,22,9,NA,NA,6,16,21,NA,19,17,NA,14,NA,NA,10,9,NA,15,15,12,11
2019-01-08,19,18,NA,4,6,18,NA,NA,10,10,25,NA,12,14,NA,26,NA,NA,NA,10,NA,9,13,NA,8
2019-01-08,20,16,NA,11,23,11,NA,NA,12,11,17,NA,12,14,NA,20,NA,NA,19,10,NA,15,26,11,14
2019-01-08,21,9,NA,12,19,13,NA,NA,10,18,9,7,8,26,NA,18,NA,NA,11,10,NA,14,21,14,9
2019-01-08,22,7,NA,8,12,15,NA,NA,13,11,5,15,8,54,NA,16,NA,NA,10,8,NA,21,27,20,13
2019-01-08,23,5,NA,4,18,15,NA,NA,11,14,6,4,13,59,NA,12,NA,NA,12,14,NA,15,11,16,32
2019-01-08,24,5,NA,13,15,8,NA,NA,13,15,7,25,10,43,NA,16,NA,NA,13,7,NA,24,13,15,15
2019-01-09,1,5,NA,18,NA,8,NA,NA,17,15,5,23,8,55,NA,34,NA,NA,9,5,NA,23,12,19,11
2019-01-09,2,3,NA,12,NA,9,NA,NA,20,17,3,26,4,44,NA,44,NA,NA,13,4,NA,10,22,34,35
2019-01-09,3,5,NA,6,NA,10,NA,NA,20,16,6,21,6,32,NA,61,NA,NA,20,5,NA,8,11,51,25
2019-01-09,4,6,NA,11,NA,9,NA,NA,23,19,6,26,13,29,NA,36,NA,NA,22,4,NA,21,12,44,53
2019-01-09,5,6,NA,21,NA,12,NA,NA,30,23,5,22,14,37,NA,33,NA,NA,25,9,NA,16,10,34,34
2019-01-09,6,6,NA,27,NA,11,NA,NA,30,33,7,21,16,26,NA,28,NA,NA,30,10,NA,10,9,23,33
2019-01-09,7,9,NA,32,NA,10,NA,NA,42,34,7,39,26,29,NA,33,NA,NA,52,10,NA,13,16,31,35
2019-01-09,8,9,NA,32,NA,16,NA,NA,41,35,5,52,20,47,NA,45,NA,NA,52,15,NA,16,26,32,38
2019-01-09,9,23,NA,43,NA,23,NA,NA,43,47,6,53,18,52,NA,57,NA,NA,36,16,NA,29,34,62,55
2019-01-09,10,30,NA,53,NA,40,NA,NA,48,61,4,48,28,36,NA,60,NA,NA,46,34,NA,33,46,59,52
2019-01-09,11,42,NA,47,NA,56,NA,NA,49,44,13,41,39,29,NA,47,NA,NA,46,29,NA,36,58,31,52
2019-01-09,12,39,NA,44,NA,35,NA,NA,52,41,20,56,37,24,NA,29,NA,NA,21,37,NA,29,53,47,23
2019-01-09,13,34,NA,36,NA,27,NA,NA,26,50,23,54,40,24,NA,59,NA,NA,20,NA,NA,26,23,48,28
2019-01-09,14,25,NA,49,NA,23,NA,NA,21,44,24,27,42,24,NA,40,NA,NA,20,32,NA,28,22,47,28
2019-01-09,15,37,NA,42,NA,28,NA,NA,32,28,26,34,34,23,NA,20,NA,NA,25,50,NA,30,34,31,25
2019-01-09,16,39,NA,42,NA,34,NA,NA,30,43,29,21,32,27,NA,45,NA,NA,28,48,NA,31,32,32,23
2019-01-09,17,36,NA,40,NA,25,NA,NA,24,27,35,26,35,27,NA,35,NA,NA,24,39,NA,21,32,27,25
2019-01-09,18,45,NA,29,NA,28,NA,NA,23,19,44,19,36,28,NA,34,NA,NA,26,29,NA,23,40,28,28
2019-01-09,19,47,NA,34,NA,34,NA,NA,24,25,42,39,35,41,NA,31,NA,NA,NA,46,NA,18,52,19,21
2019-01-09,20,44,NA,16,NA,31,NA,NA,15,24,39,25,22,10,NA,52,NA,NA,NA,24,NA,13,69,27,21
2019-01-09,21,25,NA,12,NA,16,NA,NA,14,14,31,15,16,11,NA,47,NA,NA,12,25,NA,8,34,15,9
2019-01-09,22,22,NA,12,NA,11,NA,NA,16,16,27,15,17,9,NA,14,NA,NA,13,19,NA,6,10,15,3
2019-01-09,23,21,NA,9,NA,13,NA,NA,16,11,30,16,12,6,NA,12,NA,NA,17,22,NA,11,6,13,18
2019-01-09,24,22,NA,12,NA,14,NA,NA,14,17,28,14,18,7,NA,8,NA,NA,8,25,NA,21,3,10,16
