date,hour,AJM,AJU,BJU,CAM,CCA,COY,FAR,GAM,HGM,INN,MER,MGH,MON,MPA,NEZ,PED,SAC,SAG,SFE,SJA,TLA,UAX,UIZ,XAL
2019-05-05,14,31,47,NA,25,31,NA,TRUE,NA,25,NA,29,26,NA,NA,39,34,TRUE,38,10,NA,35,NA,NA,NA
2019-05-05,15,31,66,NA,28,40,NA,TRUE,NA,33,NA,33,27,NA,NA,35,44,TRUE,29,26,NA,23,NA,NA,NA
2019-05-05,16,35,21,NA,31,42,NA,TRUE,NA,37,NA,26,29,NA,NA,49,23,TRUE,36,30,NA,25,NA,NA,NA
2019-05-05,17,12,28,NA,31,27,NA,TRUE,NA,22,NA,23,21,NA,NA,74,9,TRUE,40,14,NA,24,NA,NA,NA
2019-05-05,18,NA,42,NA,17,24,NA,TRUE,NA,27,NA,18,23,NA,NA,44,NA,TRUE,18,15,NA,15,NA,NA,NA
2019-05-05,19,25,44,NA,19,39,NA,TRUE,NA,24,NA,22,17,NA,NA,43,NA,TRUE,26,41,NA,12,NA,NA,NA
2019-05-05,20,39,43,NA,25,31,NA,TRUE,NA,22,NA,24,24,NA,NA,43,NA,TRUE,39,20,NA,31,NA,NA,NA
2019-05-05,21,39,40,NA,42,43,NA,TRUE,NA,28,NA,34,33,NA,NA,83,NA,TRUE,15,29,NA,25,NA,NA,NA
2019-05-05,22,29,37,NA,36,48,NA,TRUE,NA,37,NA,33,31,NA,NA,60,NA,TRUE,15,34,NA,30,NA,NA,NA
2019-05-05,23,34,41,NA,37,44,NA,TRUE,NA,46,NA,29,33,NA,NA,48,NA,TRUE,35,34,NA,31,NA,NA,NA
2019-05-05,24,32,48,NA,27,44,NA,NA,NA,34,NA,31,34,NA,NA,58,NA,TRUE,33,20,NA,32,NA,NA,NA
2019-05-06,1,38,49,NA,26,41,NA,TRUE,NA,45,NA,39,37,NA,NA,76,NA,TRUE,30,28,NA,35,NA,NA,NA
2019-05-06,2,41,54,NA,46,51,NA,TRUE,NA,46,NA,50,41,NA,NA,66,NA,TRUE,57,30,NA,37,NA,NA,NA
2019-05-06,3,33,52,NA,46,52,NA,TRUE,NA,44,NA,39,47,NA,NA,60,NA,TRUE,48,31,NA,30,NA,NA,NA
2019-05-06,4,29,47,NA,42,48,NA,TRUE,NA,36,NA,36,43,NA,NA,69,NA,TRUE,51,28,NA,30,NA,NA,NA
2019-05-06,5,24,42,NA,39,41,NA,TRUE,NA,36,NA,46,41,NA,NA,50,NA,TRUE,60,29,NA,39,NA,NA,NA
2019-05-06,6,18,46,NA,46,45,NA,TRUE,NA,42,NA,57,34,NA,NA,48,NA,TRUE,52,29,NA,36,NA,NA,NA
2019-05-06,7,20,49,NA,54,35,NA,TRUE,NA,49,NA,67,39,NA,NA,54,27,TRUE,62,23,NA,44,NA,NA,NA
2019-05-06,8,29,45,NA,59,39,NA,TRUE,NA,45,NA,49,40,NA,NA,52,36,TRUE,56,24,NA,57,NA,NA,NA
2019-05-06,9,27,42,NA,58,37,NA,TRUE,NA,36,NA,47,42,NA,NA,57,42,TRUE,46,NA,NA,80,NA,NA,NA
2019-05-06,10,26,29,NA,42,44,NA,TRUE,NA,42,NA,46,39,NA,NA,68,39,TRUE,70,NA,NA,57,NA,NA,NA
2019-05-06,11,36,26,NA,33,36,NA,TRUE,NA,51,NA,29,19,NA,NA,39,23,TRUE,60,NA,NA,32,NA,NA,NA
2019-05-06,12,26,19,NA,25,30,NA,TRUE,NA,21,NA,32,24,NA,NA,27,25,TRUE,25,NA,NA,27,NA,NA,NA
2019-05-06,13,26,30,NA,27,23,NA,TRUE,NA,20,NA,16,34,NA,NA,23,17,TRUE,20,NA,NA,15,NA,NA,NA
2019-05-06,14,30,23,NA,19,24,NA,TRUE,NA,18,NA,NA,17,NA,NA,29,28,TRUE,23,22,NA,18,NA,NA,NA
2019-05-06,15,24,29,NA,22,31,NA,TRUE,NA,33,NA,25,19,NA,NA,34,25,TRUE,NA,34,NA,21,NA,NA,NA
2019-05-06,16,32,44,NA,32,35,NA,TRUE,NA,33,NA,37,20,NA,NA,29,44,TRUE,NA,38,NA,37,NA,NA,NA
2019-05-06,17,42,53,NA,34,45,NA,TRUE,NA,42,NA,41,35,NA,NA,44,45,TRUE,NA,23,NA,37,NA,NA,NA
2019-05-06,18,40,50,NA,39,87,NA,TRUE,NA,35,NA,35,41,NA,NA,54,37,TRUE,NA,46,NA,42,NA,NA,NA
2019-05-06,19,40,46,NA,40,107,NA,TRUE,NA,42,NA,39,37,NA,NA,42,32,TRUE,NA,46,NA,45,NA,NA,NA
2019-05-06,20,39,45,NA,48,53,NA,TRUE,NA,48,NA,43,42,NA,NA,100,39,TRUE,NA,33,NA,55,NA,NA,NA
2019-05-06,21,27,49,NA,34,53,NA,TRUE,NA,38,NA,45,37,NA,NA,77,27,TRUE,NA,35,NA,42,NA,NA,NA
2019-05-06,22,36,38,NA,44,44,NA,TRUE,NA,37,NA,32,30,NA,NA,63,29,TRUE,NA,29,NA,30,NA,NA,NA
2019-05-06,23,29,32,NA,28,37,NA,TRUE,NA,33,NA,35,24,NA,NA,51,26,TRUE,NA,27,NA,40,NA,NA,NA
2019-05-06,24,27,30,NA,29,41,NA,TRUE,NA,28,NA,33,20,NA,NA,44,28,TRUE,NA,20,NA,32,NA,NA,NA
2019-05-07,1,23,25,NA,27,33,NA,TRUE,43,29,NA,38,23,NA,NA,43,21,TRUE,NA,14,NA,38,52,NA,NA
2019-05-07,2,8,28,NA,NA,28,NA,TRUE,38,35,NA,39,20,NA,NA,64,22,TRUE,NA,13,NA,26,40,NA,NA
2019-05-07,3,7,22,NA,NA,17,NA,TRUE,42,35,NA,23,20,NA,NA,60,9,TRUE,NA,9,NA,28,51,NA,NA
2019-05-07,4,NA,15,NA,46,13,NA,TRUE,59,38,NA,25,30,NA,NA,53,9,TRUE,NA,9,NA,24,62,NA,NA
2019-05-07,5,NA,10,NA,57,22,NA,TRUE,60,44,NA,52,20,NA,NA,58,15,TRUE,NA,21,NA,24,59,NA,NA
2019-05-07,6,13,12,NA,46,19,NA,TRUE,67,41,NA,43,31,NA,NA,70,22,TRUE,NA,9,NA,21,67,NA,NA
2019-05-07,7,22,10,NA,37,19,NA,TRUE,72,32,NA,52,26,NA,NA,69,22,TRUE,NA,19,NA,36,62,NA,NA
2019-05-07,8,22,25,NA,41,23,NA,TRUE,67,40,NA,56,27,NA,NA,76,27,TRUE,NA,19,NA,50,56,NA,NA
2019-05-07,9,25,23,NA,55,25,NA,TRUE,70,56,NA,69,40,NA,NA,79,28,TRUE,NA,47,NA,NA,46,NA,NA
2019-05-07,10,35,25,NA,62,44,NA,TRUE,49,55,NA,77,45,NA,NA,NA,39,TRUE,NA,52,NA,NA,47,NA,NA
2019-05-07,11,20,27,NA,NA,42,NA,TRUE,50,61,NA,60,47,NA,NA,71,32,TRUE,NA,NA,NA,NA,55,NA,NA
2019-05-07,12,31,51,NA,39,32,NA,TRUE,28,44,NA,29,27,NA,NA,34,23,TRUE,NA,25,NA,NA,29,NA,NA
2019-05-07,13,30,36,NA,26,31,NA,TRUE,24,29,NA,20,20,NA,NA,59,22,TRUE,NA,6,NA,13,30,NA,NA
2019-05-07,14,26,49,NA,16,27,NA,TRUE,33,21,NA,20,20,NA,NA,60,31,TRUE,NA,15,NA,17,27,NA,NA
2019-05-07,15,25,54,NA,6,35,NA,TRUE,46,20,NA,18,20,NA,NA,49,32,TRUE,NA,23,NA,19,31,NA,NA
2019-05-07,16,23,40,NA,12,31,NA,TRUE,42,25,NA,NA,12,NA,NA,41,17,TRUE,NA,29,NA,15,37,NA,NA
2019-05-07,17,36,48,NA,14,32,NA,TRUE,30,32,NA,20,18,NA,NA,46,20,TRUE,NA,12,NA,17,41,NA,NA
2019-05-07,18,35,50,NA,20,28,NA,TRUE,22,22,NA,14,15,NA,NA,45,17,TRUE,NA,19,NA,16,45,NA,NA
2019-05-07,19,32,43,NA,22,37,NA,TRUE,26,22,NA,19,19,NA,NA,48,31,TRUE,NA,14,NA,13,45,NA,NA
2019-05-07,20,30,43,NA,21,40,NA,TRUE,30,31,NA,42,21,NA,NA,44,25,TRUE,NA,21,NA,13,40,NA,NA
2019-05-07,21,24,39,NA,30,41,NA,TRUE,40,42,NA,38,29,NA,NA,43,18,TRUE,NA,19,NA,25,41,NA,NA
2019-05-07,22,28,32,NA,30,38,NA,TRUE,31,43,NA,35,25,NA,NA,51,29,TRUE,NA,27,NA,27,37,NA,NA
2019-05-07,23,18,35,NA,26,40,NA,TRUE,35,35,NA,30,20,NA,NA,58,31,TRUE,NA,24,NA,30,29,NA,NA
2019-05-07,24,15,32,NA,23,36,NA,TRUE,52,37,NA,35,21,NA,NA,55,19,TRUE,NA,22,NA,38,24,NA,NA
2019-05-08,1,11,27,NA,40,26,NA,TRUE,50,30,NA,39,27,NA,NA,50,10,TRUE,NA,19,NA,36,27,NA,NA
2019-05-08,2,19,18,NA,41,16,NA,TRUE,44,31,NA,41,27,NA,NA,45,11,TRUE,NA,10,NA,31,29,NA,NA
2019-05-08,3,24,25,NA,31,18,NA,TRUE,44,24,NA,30,16,NA,NA,52,12,TRUE,NA,13,NA,31,28,NA,NA
2019-05-08,4,15,18,NA,42,17,NA,TRUE,43,26,NA,24,27,NA,NA,49,15,TRUE,NA,17,NA,27,34,NA,NA
2019-05-08,5,4,20,NA,42,17,NA,TRUE,40,27,NA,21,30,NA,NA,49,15,TRUE,NA,12,NA,26,35,NA,NA
2019-05-08,6,5,19,NA,42,20,NA,TRUE,51,30,NA,36,23,NA,NA,57,16,TRUE,NA,9,NA,25,54,NA,NA
2019-05-08,7,12,23,NA,66,27,NA,TRUE,55,NA,NA,56,29,NA,NA,57,21,TRUE,NA,15,NA,39,55,NA,NA
2019-05-08,8,16,18,NA,48,29,NA,TRUE,53,NA,NA,46,30,NA,NA,52,31,TRUE,NA,25,NA,64,43,NA,NA
2019-05-08,9,22,32,NA,44,37,NA,TRUE,53,NA,NA,NA,29,NA,NA,43,32,TRUE,NA,30,NA,54,51,NA,NA
2019-05-08,10,21,34,NA,35,40,NA,TRUE,34,27,NA,NA,18,NA,NA,31,27,TRUE,NA,4,NA,33,27,NA,NA
2019-05-08,11,2,46,NA,19,18,NA,NA,17,10,NA,NA,14,NA,NA,19,14,TRUE,NA,17,NA,20,14,NA,NA
2019-05-08,12,19,53,NA,23,15,NA,NA,17,5,NA,NA,25,NA,NA,13,21,TRUE,NA,26,NA,25,8,NA,NA
2019-05-08,13,25,52,NA,27,29,NA,NA,26,38,NA,21,22,NA,NA,17,21,TRUE,NA,25,NA,27,20,NA,NA
2019-05-08,14,26,52,NA,25,24,NA,NA,27,23,NA,21,20,NA,NA,34,26,TRUE,NA,21,NA,16,44,NA,NA
2019-05-08,15,20,51,NA,18,27,NA,TRUE,23,16,NA,30,18,NA,NA,42,21,TRUE,NA,16,NA,20,37,NA,NA
2019-05-08,16,19,38,NA,19,24,NA,TRUE,20,19,NA,30,15,NA,NA,42,19,TRUE,NA,26,NA,18,31,NA,NA
2019-05-08,17,NA,35,NA,21,35,NA,TRUE,20,15,NA,23,13,NA,NA,41,36,TRUE,NA,22,NA,15,37,NA,NA
2019-05-08,18,36,40,NA,17,52,NA,TRUE,28,24,NA,26,16,NA,NA,49,27,TRUE,NA,15,NA,13,42,NA,NA
2019-05-08,19,33,42,NA,22,33,NA,TRUE,22,22,NA,21,18,NA,NA,48,24,TRUE,NA,15,NA,16,45,NA,NA
2019-05-08,20,71,56,NA,25,31,NA,TRUE,23,16,NA,18,20,NA,NA,47,20,TRUE,NA,20,NA,22,47,NA,NA
2019-05-08,21,27,63,NA,15,38,NA,TRUE,24,24,NA,23,18,NA,NA,45,39,TRUE,NA,26,NA,19,53,NA,NA
2019-05-08,22,14,52,NA,23,47,NA,TRUE,44,34,NA,38,21,NA,NA,52,24,TRUE,NA,24,NA,25,46,NA,NA
2019-05-08,23,18,38,NA,36,32,NA,TRUE,48,33,NA,30,27,NA,NA,31,19,TRUE,NA,33,NA,48,48,NA,NA
2019-05-08,24,22,29,NA,36,37,NA,TRUE,47,36,NA,36,33,NA,NA,33,27,TRUE,NA,36,NA,56,60,NA,NA
2019-05-09,1,14,22,NA,37,49,NA,TRUE,38,38,NA,37,35,NA,NA,66,18,TRUE,NA,30,NA,55,57,NA,NA
2019-05-09,2,17,46,NA,46,41,NA,TRUE,42,46,NA,43,37,NA,NA,64,17,TRUE,NA,28,NA,46,56,NA,NA
2019-05-09,3,20,74,NA,51,26,NA,TRUE,41,42,NA,44,34,NA,NA,45,18,TRUE,NA,12,NA,45,69,NA,NA
2019-05-09,4,14,61,NA,NA,40,NA,TRUE,42,37,NA,25,24,NA,NA,34,23,TRUE,NA,19,NA,33,57,NA,NA
2019-05-09,5,21,51,NA,59,40,NA,TRUE,36,36,NA,38,29,NA,NA,50,15,TRUE,NA,22,NA,45,57,NA,NA
2019-05-09,6,NA,42,NA,67,30,NA,TRUE,51,36,NA,40,31,NA,NA,59,27,TRUE,NA,39,NA,68,49,NA,NA
2019-05-09,7,15,40,NA,76,31,NA,TRUE,59,37,NA,52,30,NA,NA,62,22,TRUE,NA,27,NA,48,55,NA,NA
2019-05-09,8,11,33,NA,75,31,NA,TRUE,57,38,NA,56,32,NA,NA,37,40,TRUE,NA,31,NA,65,41,NA,NA
2019-05-09,9,33,50,NA,58,39,NA,TRUE,50,34,NA,44,34,NA,NA,49,26,TRUE,NA,31,NA,42,33,NA,NA
2019-05-09,10,16,78,NA,49,31,NA,TRUE,36,27,NA,20,25,NA,NA,42,20,NA,NA,41,NA,43,27,NA,NA
2019-05-09,11,9,48,NA,24,18,NA,TRUE,21,12,NA,18,21,NA,NA,19,17,NA,NA,23,NA,22,29,NA,NA
2019-05-09,12,22,45,NA,29,21,NA,TRUE,27,32,NA,22,23,NA,NA,16,14,NA,NA,34,NA,23,34,NA,NA
2019-05-09,13,40,52,NA,19,24,NA,TRUE,21,31,NA,21,17,NA,NA,25,28,TRUE,NA,32,NA,17,39,NA,NA
2019-05-09,14,51,48,NA,14,28,NA,TRUE,23,14,NA,12,16,NA,NA,27,32,TRUE,NA,13,NA,20,46,NA,NA
2019-05-09,15,32,47,NA,16,26,NA,TRUE,22,16,NA,20,15,NA,NA,19,25,TRUE,NA,19,NA,14,44,NA,NA
2019-05-09,16,46,40,NA,21,29,NA,TRUE,22,8,NA,18,14,NA,NA,25,26,TRUE,NA,28,NA,10,46,NA,NA
2019-05-09,17,39,43,NA,15,26,NA,TRUE,22,22,NA,28,19,NA,NA,27,NA,TRUE,NA,26,NA,11,47,NA,NA
2019-05-09,18,61,51,NA,20,40,NA,TRUE,23,22,NA,17,10,NA,NA,52,NA,TRUE,NA,21,NA,14,46,NA,NA
2019-05-09,19,71,43,NA,19,37,NA,TRUE,21,20,NA,19,12,NA,NA,47,NA,TRUE,NA,24,NA,15,39,NA,NA
2019-05-09,20,66,59,NA,15,58,NA,TRUE,20,21,NA,20,16,NA,NA,45,NA,TRUE,NA,61,NA,19,57,NA,NA
2019-05-09,21,68,79,NA,28,86,NA,TRUE,26,43,NA,35,NA,NA,NA,72,NA,TRUE,NA,87,NA,23,73,NA,NA
2019-05-09,22,67,99,NA,42,91,NA,TRUE,39,56,NA,53,NA,NA,NA,84,NA,TRUE,NA,56,NA,36,92,NA,NA
2019-05-09,23,57,85,NA,32,65,NA,TRUE,41,31,NA,40,NA,NA,NA,54,NA,TRUE,NA,33,NA,31,80,NA,NA
2019-05-09,24,25,34,NA,20,54,NA,TRUE,22,20,NA,16,NA,NA,NA,51,NA,TRUE,NA,21,NA,27,36,NA,NA
2019-05-10,1,20,29,NA,13,27,NA,TRUE,22,21,NA,22,NA,NA,NA,60,NA,TRUE,NA,19,NA,31,34,NA,NA
2019-05-10,2,NA,34,NA,13,42,NA,TRUE,21,15,NA,11,NA,NA,NA,87,NA,TRUE,NA,25,NA,18,75,NA,NA
2019-05-10,3,20,36,NA,NA,59,NA,TRUE,22,22,NA,18,NA,NA,NA,88,NA,TRUE,NA,15,NA,31,99,NA,NA
2019-05-10,4,11,46,NA,20,71,NA,TRUE,22,43,NA,42,NA,NA,NA,77,NA,TRUE,NA,10,NA,32,95,NA,NA
2019-05-10,5,9,62,NA,45,60,NA,TRUE,45,62,NA,58,NA,NA,NA,63,NA,TRUE,NA,2,NA,32,64,NA,NA
2019-05-10,6,10,65,NA,60,41,NA,TRUE,57,59,NA,46,NA,NA,NA,63,NA,TRUE,NA,5,NA,28,41,NA,NA
2019-05-10,7,8,52,NA,74,32,NA,TRUE,60,56,NA,41,NA,NA,NA,58,NA,TRUE,NA,11,NA,36,61,NA,NA
2019-05-10,8,10,23,NA,61,24,NA,TRUE,52,49,NA,48,NA,NA,NA,56,NA,TRUE,NA,17,NA,60,60,NA,NA
2019-05-10,9,17,NA,NA,42,21,NA,TRUE,48,37,NA,29,NA,NA,NA,60,NA,TRUE,NA,30,NA,44,48,NA,NA
2019-05-10,10,21,12,NA,29,17,NA,TRUE,36,16,NA,13,NA,NA,NA,33,NA,TRUE,NA,26,NA,31,32,NA,NA
2019-05-10,11,14,18,NA,21,13,NA,TRUE,30,33,NA,20,NA,NA,NA,18,NA,TRUE,NA,32,NA,6,14,NA,NA
2019-05-10,12,22,17,NA,20,13,NA,TRUE,24,21,NA,18,NA,NA,NA,10,NA,TRUE,NA,7,NA,6,9,NA,NA
2019-05-10,13,31,40,NA,11,22,NA,TRUE,21,24,NA,26,22,NA,NA,15,NA,TRUE,NA,24,NA,7,12,NA,NA
2019-05-10,14,37,65,NA,24,26,NA,TRUE,25,22,NA,22,25,NA,NA,43,NA,TRUE,NA,21,NA,12,15,NA,NA
2019-05-10,15,78,64,NA,33,29,NA,TRUE,17,57,NA,31,28,NA,NA,53,NA,TRUE,NA,32,NA,18,41,NA,NA
2019-05-10,16,57,48,NA,NA,49,NA,TRUE,46,52,NA,NA,49,NA,NA,62,NA,TRUE,NA,54,NA,22,65,NA,NA
2019-05-10,17,47,38,NA,NA,50,NA,TRUE,60,47,NA,NA,47,48,NA,79,NA,TRUE,NA,77,NA,52,46,NA,NA
2019-05-10,18,31,36,NA,9,43,NA,TRUE,37,45,NA,NA,75,55,NA,55,NA,TRUE,NA,76,NA,52,43,NA,NA
2019-05-10,19,26,30,NA,53,55,NA,TRUE,36,39,NA,NA,36,49,NA,47,NA,TRUE,NA,54,NA,88,35,NA,NA
2019-05-10,20,28,25,NA,83,43,NA,TRUE,30,28,NA,NA,62,48,NA,40,NA,TRUE,NA,73,NA,92,32,NA,NA
2019-05-10,21,30,31,NA,100,33,NA,TRUE,34,65,NA,NA,110,46,NA,56,NA,TRUE,NA,121,NA,57,33,NA,NA
2019-05-10,22,55,51,NA,57,57,NA,TRUE,79,83,NA,NA,62,31,NA,59,NA,TRUE,NA,69,NA,36,44,NA,NA
2019-05-10,23,63,75,NA,56,102,NA,TRUE,57,51,NA,NA,41,39,NA,37,NA,TRUE,NA,NA,NA,53,49,NA,NA
2019-05-10,24,62,85,NA,55,85,NA,TRUE,53,44,NA,NA,40,39,NA,46,NA,TRUE,NA,NA,NA,45,46,NA,NA
2019-05-11,1,73,71,NA,53,89,NA,TRUE,46,54,NA,NA,31,36,NA,150,NA,TRUE,NA,NA,NA,34,50,NA,39
2019-05-11,2,91,63,NA,62,77,NA,TRUE,47,51,NA,45,47,43,NA,147,NA,TRUE,NA,43,NA,42,56,NA,45
2019-05-11,3,102,65,NA,74,61,NA,TRUE,51,58,NA,58,44,46,NA,73,NA,TRUE,NA,45,NA,52,63,NA,50
2019-05-11,4,90,60,NA,78,54,NA,TRUE,51,52,NA,52,54,50,NA,68,NA,TRUE,NA,48,NA,53,63,NA,57
2019-05-11,5,60,68,NA,79,56,NA,TRUE,55,62,NA,57,60,55,NA,78,NA,TRUE,NA,65,NA,51,76,NA,52
2019-05-11,6,57,59,NA,102,76,NA,TRUE,56,64,NA,51,54,66,NA,123,NA,TRUE,NA,65,NA,59,75,NA,55
2019-05-11,7,51,80,NA,107,88,NA,TRUE,59,65,NA,61,62,63,NA,104,NA,TRUE,NA,54,NA,54,75,NA,66
2019-05-11,8,61,88,NA,102,92,NA,TRUE,63,76,NA,66,77,69,NA,108,NA,TRUE,NA,58,NA,52,72,NA,80
2019-05-11,9,62,89,NA,67,117,NA,TRUE,72,57,NA,67,77,80,NA,95,NA,TRUE,NA,89,NA,72,64,NA,72
2019-05-11,10,39,115,NA,65,77,NA,TRUE,61,57,NA,69,65,49,NA,75,NA,TRUE,NA,47,NA,75,62,NA,74
2019-05-11,11,24,86,NA,48,36,NA,TRUE,59,31,NA,38,31,34,NA,50,NA,TRUE,NA,37,NA,40,33,NA,69
2019-05-11,12,29,59,NA,38,26,NA,TRUE,59,46,NA,39,34,30,NA,42,NA,TRUE,NA,42,NA,26,25,NA,52
2019-05-11,13,35,70,NA,34,31,NA,TRUE,59,46,NA,44,40,38,NA,51,NA,TRUE,NA,37,NA,26,36,NA,70
2019-05-11,14,37,65,NA,25,41,NA,TRUE,56,40,NA,43,41,30,NA,85,NA,TRUE,NA,37,NA,22,34,NA,60
2019-05-11,15,42,58,NA,33,39,NA,TRUE,44,36,NA,35,39,28,NA,58,NA,TRUE,NA,42,NA,29,38,NA,8
2019-05-11,16,60,64,NA,31,43,NA,TRUE,31,39,NA,33,25,26,NA,90,NA,TRUE,NA,29,NA,23,42,NA,19
2019-05-11,17,85,84,NA,30,65,NA,TRUE,20,30,NA,29,35,17,NA,43,NA,NA,NA,37,NA,22,51,NA,12
2019-05-11,18,97,100,NA,33,97,NA,TRUE,31,71,NA,57,60,65,NA,49,NA,NA,NA,76,NA,21,95,NA,17
2019-05-11,19,103,139,NA,90,112,NA,TRUE,89,114,NA,95,113,69,NA,102,NA,TRUE,NA,109,NA,49,105,NA,63
2019-05-11,20,93,110,NA,158,118,NA,TRUE,100,136,NA,97,151,70,NA,100,NA,TRUE,NA,122,NA,85,94,NA,92
2019-05-11,21,85,106,NA,135,122,NA,TRUE,95,128,NA,85,173,75,NA,81,NA,TRUE,NA,179,NA,76,94,NA,82
2019-05-11,22,90,144,NA,130,97,NA,TRUE,103,112,NA,91,147,86,NA,81,NA,TRUE,NA,145,NA,64,102,NA,71
2019-05-11,23,81,149,NA,107,129,NA,TRUE,89,129,NA,92,116,102,NA,83,NA,TRUE,NA,150,NA,54,122,NA,74
2019-05-11,24,95,137,NA,73,114,NA,TRUE,88,110,NA,93,84,116,NA,99,NA,TRUE,NA,137,NA,53,105,NA,77
2019-05-12,1,90,128,NA,77,99,NA,TRUE,76,107,NA,95,111,105,NA,110,72,TRUE,NA,100,NA,38,112,NA,76
2019-05-12,2,30,100,NA,NA,83,NA,TRUE,77,114,NA,88,92,112,NA,111,69,TRUE,NA,60,NA,66,98,NA,76
2019-05-12,3,36,80,NA,NA,55,NA,TRUE,83,90,NA,86,107,110,NA,110,46,TRUE,NA,62,NA,36,100,NA,71
2019-05-12,4,71,83,NA,108,69,NA,TRUE,98,82,NA,85,77,101,NA,102,55,TRUE,NA,58,NA,54,122,NA,66
2019-05-12,5,76,87,NA,113,77,NA,TRUE,88,103,NA,97,60,91,NA,115,44,TRUE,NA,61,NA,42,124,NA,74
2019-05-12,6,81,86,NA,100,67,NA,TRUE,90,104,NA,99,57,87,NA,111,43,TRUE,NA,57,NA,41,105,NA,87
2019-05-12,7,80,85,NA,71,66,NA,TRUE,76,101,NA,95,67,92,NA,126,54,TRUE,NA,66,NA,59,102,NA,88
2019-05-12,8,75,82,NA,75,64,NA,TRUE,86,84,NA,91,57,96,NA,114,64,TRUE,NA,63,NA,71,104,NA,82
2019-05-12,9,77,91,NA,68,92,NA,TRUE,90,78,NA,87,62,100,NA,86,82,TRUE,NA,81,NA,54,92,NA,82
2019-05-12,10,78,112,NA,82,132,NA,TRUE,70,92,NA,74,72,78,NA,83,92,TRUE,NA,82,NA,52,94,NA,72
2019-05-12,11,63,85,NA,67,113,NA,TRUE,58,66,NA,57,77,58,NA,84,82,TRUE,NA,90,NA,66,88,NA,56
2019-05-12,12,44,47,NA,51,105,NA,TRUE,51,47,NA,48,55,NA,NA,NA,59,TRUE,NA,67,NA,49,47,NA,32
2019-05-12,13,45,56,NA,49,50,NA,TRUE,48,38,NA,38,52,NA,NA,64,50,TRUE,NA,47,NA,44,33,NA,44
2019-05-12,14,57,60,NA,49,56,NA,TRUE,51,57,NA,58,50,NA,NA,64,48,TRUE,NA,49,NA,47,52,NA,40
2019-05-12,15,52,70,NA,59,60,NA,TRUE,61,64,NA,59,59,54,NA,60,56,TRUE,NA,59,NA,55,71,NA,56
2019-05-12,16,73,74,NA,60,58,NA,TRUE,60,63,NA,63,57,56,NA,67,72,TRUE,NA,75,NA,73,67,NA,48
2019-05-12,17,82,84,NA,70,79,NA,TRUE,74,77,NA,NA,79,57,NA,72,84,TRUE,NA,89,NA,68,72,NA,62
2019-05-12,18,82,97,NA,86,99,NA,TRUE,83,82,NA,NA,66,72,NA,79,47,TRUE,NA,54,NA,89,87,NA,77
2019-05-12,19,90,110,NA,66,99,NA,TRUE,65,51,NA,NA,51,127,NA,114,49,TRUE,NA,40,NA,85,127,NA,73
2019-05-12,20,60,75,NA,55,109,NA,TRUE,70,61,NA,63,51,140,NA,106,48,TRUE,NA,44,NA,78,90,NA,73
2019-05-12,21,55,72,NA,60,96,NA,TRUE,70,70,NA,68,60,110,NA,106,52,TRUE,NA,63,NA,78,81,NA,66
2019-05-12,22,62,70,NA,65,94,NA,TRUE,77,65,NA,63,65,84,NA,112,58,TRUE,NA,70,NA,57,70,NA,84
2019-05-12,23,57,78,NA,66,67,NA,TRUE,94,71,NA,78,66,69,NA,101,63,TRUE,NA,77,NA,68,92,NA,93
2019-05-12,24,60,62,NA,68,77,NA,TRUE,84,75,NA,84,64,65,NA,84,64,TRUE,NA,80,NA,66,85,NA,92
2019-05-13,1,58,67,NA,59,76,NA,TRUE,84,82,NA,74,70,75,NA,99,70,TRUE,NA,78,NA,59,90,NA,78
2019-05-13,2,62,70,NA,54,88,NA,TRUE,79,76,NA,73,71,75,NA,83,86,TRUE,NA,72,NA,51,84,NA,82
2019-05-13,3,67,68,NA,49,84,NA,TRUE,67,67,NA,71,76,68,NA,80,80,TRUE,NA,56,NA,35,94,NA,72
2019-05-13,4,54,71,NA,NA,76,NA,TRUE,64,85,NA,70,67,65,NA,95,77,TRUE,NA,58,NA,51,86,NA,73
2019-05-13,5,58,62,NA,NA,67,NA,TRUE,55,79,NA,79,68,64,NA,87,62,TRUE,NA,56,NA,46,81,NA,60
2019-05-13,6,66,59,NA,NA,67,NA,TRUE,64,85,NA,62,74,66,NA,70,73,TRUE,NA,52,NA,49,92,NA,78
2019-05-13,7,53,67,NA,NA,70,NA,TRUE,71,76,NA,73,93,84,NA,93,101,TRUE,NA,51,NA,47,88,NA,78
2019-05-13,8,58,56,NA,NA,69,NA,TRUE,76,84,NA,71,73,78,NA,115,83,TRUE,NA,59,NA,58,80,NA,82
2019-05-13,9,NA,63,NA,NA,73,NA,TRUE,74,76,NA,77,86,71,NA,74,82,TRUE,NA,81,NA,51,70,NA,80
2019-05-13,10,NA,71,NA,NA,104,NA,TRUE,73,80,NA,75,68,73,NA,90,87,TRUE,NA,NA,NA,NA,NA,NA,77
2019-05-13,11,NA,81,NA,NA,90,NA,TRUE,88,87,NA,62,52,84,NA,89,75,TRUE,NA,NA,NA,NA,87,NA,77
2019-05-13,12,NA,91,NA,NA,88,NA,TRUE,72,76,NA,75,67,81,NA,98,76,TRUE,NA,NA,NA,NA,96,NA,63
2019-05-13,13,81,106,NA,NA,137,NA,TRUE,81,90,NA,81,78,80,NA,96,86,TRUE,NA,NA,NA,NA,94,NA,81
